transaction_id,card_number,transaction_date,transaction_timestamp,merchant_name,category,amount,currency,status,description,created_at,updated_at
TXN_000011,****-****-****-2307,2025-04-29,2025-04-29T09:57:20.765209,UBER,SHOPPING,12.64,USD,COMPLETED,Purchase at UBER,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000012,****-****-****-8428,2025-05-13,2025-05-13T09:57:20.765209,COSTCO,SHOPPING,12.61,USD,COMPLETED,Purchase at COSTCO,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000013,****-****-****-6820,2025-07-20,2025-07-20T09:57:20.765209,NETFLIX,UTILITIES,25.58,USD,COMPLETED,Purchase at NETFLIX,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000014,****-****-****-3803,2025-06-25,2025-06-25T09:57:20.765209,SHELL,TRAVEL,2.96,USD,COMPLETED,Purchase at SHELL,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000015,****-****-****-7216,2025-06-19,2025-06-19T09:57:20.765209,NETFLIX,HEALTHCARE,3.58,USD,COMPLETED,Purchase at NETFLIX,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000016,****-****-****-6313,2025-09-28,2025-09-28T09:57:20.765209,DOMINOS,ENTERTAINMENT,11.45,USD,COMPLETED,Purchase at DOMINOS,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000017,****-****-****-6168,2025-05-02,2025-05-02T09:57:20.765209,UBER,GROCERIES,7.29,USD,COMPLETED,Purchase at UBER,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000018,****-****-****-6155,2025-05-04,2025-05-04T09:57:20.765209,SPOTIFY,TRAVEL,27.5,USD,COMPLETED,Purchase at SPOTIFY,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000019,****-****-****-3340,2025-08-23,2025-08-23T09:57:20.765209,COSTCO,HEALTHCARE,8.1,USD,COMPLETED,Purchase at COSTCO,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000020,****-****-****-5304,2025-06-20,2025-06-20T09:57:20.765209,DOMINOS,EDUCATION,4.89,USD,COMPLETED,Purchase at DOMINOS,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000021,****-****-****-6930,2025-08-05,2025-08-05T09:57:20.765209,KROGER,TRANSPORTATION,86.98,USD,COMPLETED,Purchase at KROGER,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000022,****-****-****-2489,2025-05-23,2025-05-23T09:57:20.765209,PIZZA HUT,HEALTHCARE,16.03,USD,COMPLETED,Purchase at PIZZA HUT,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000023,****-****-****-7916,2025-05-16,2025-05-16T09:57:20.765209,TARGET,RESTAURANTS,21.49,USD,COMPLETED,Purchase at TARGET,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000024,****-****-****-8668,2025-07-25,2025-07-25T09:57:20.765209,COSTCO,TRAVEL,4.83,USD,COMPLETED,Purchase at COSTCO,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000025,****-****-****-9797,2025-09-06,2025-09-06T09:57:20.765209,AMAZON.COM,GAS,11.65,USD,COMPLETED,Purchase at AMAZON.COM,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000026,****-****-****-5808,2025-09-29,2025-09-29T09:57:20.765209,GOOGLE PLAY,GAS,22.44,USD,COMPLETED,Purchase at GOOGLE PLAY,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000027,****-****-****-9201,2025-08-12,2025-08-12T09:57:20.765209,AMAZON.COM,SHOPPING,6.35,USD,COMPLETED,Purchase at AMAZON.COM,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000028,****-****-****-9317,2025-08-25,2025-08-25T09:57:20.765209,WALMART,SHOPPING,29.24,USD,COMPLETED,Purchase at WALMART,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000029,****-****-****-9837,2025-05-27,2025-05-27T09:57:20.765209,MICROSOFT,RESTAURANTS,11.02,USD,DECLINED,Purchase at MICROSOFT,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000030,****-****-****-6310,2025-08-31,2025-08-31T09:57:20.765209,AMAZON.COM,TRAVEL,15.0,USD,COMPLETED,Purchase at AMAZON.COM,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000031,****-****-****-4923,2025-05-16,2025-05-16T09:57:20.765209,MICROSOFT,SHOPPING,11.0,USD,COMPLETED,Purchase at MICROSOFT,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000032,****-****-****-8962,2025-09-10,2025-09-10T09:57:20.765209,SHELL,GAS,128.03,USD,COMPLETED,Purchase at SHELL,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000033,****-****-****-8787,2025-09-01,2025-09-01T09:57:20.765209,TARGET,RESTAURANTS,19.82,USD,DECLINED,Purchase at TARGET,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000034,****-****-****-7932,2025-05-30,2025-05-30T09:57:20.765209,LYFT,EDUCATION,6.97,USD,DECLINED,Purchase at LYFT,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000035,****-****-****-7537,2025-09-03,2025-09-03T09:57:20.765209,SPOTIFY,SHOPPING,45.72,USD,PENDING,Purchase at SPOTIFY,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000036,****-****-****-9479,2025-10-01,2025-10-01T09:57:20.765209,MICROSOFT,HEALTHCARE,5.92,USD,COMPLETED,Purchase at MICROSOFT,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000037,****-****-****-6539,2025-06-20,2025-06-20T09:57:20.765209,UBER,GAS,24.75,USD,COMPLETED,Purchase at UBER,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000038,****-****-****-4608,2025-09-06,2025-09-06T09:57:20.765209,UBER,TRAVEL,2.83,USD,COMPLETED,Purchase at UBER,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000039,****-****-****-2104,2025-09-26,2025-09-26T09:57:20.765209,STARBUCKS,ENTERTAINMENT,5.32,USD,DECLINED,Purchase at STARBUCKS,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000040,****-****-****-4899,2025-07-11,2025-07-11T09:57:20.765209,SHELL,EDUCATION,24.46,USD,COMPLETED,Purchase at SHELL,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000041,****-****-****-3167,2025-08-20,2025-08-20T09:57:20.765209,SPOTIFY,EDUCATION,42.03,USD,COMPLETED,Purchase at SPOTIFY,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000042,****-****-****-4981,2025-09-11,2025-09-11T09:57:20.765209,KROGER,HEALTHCARE,23.84,USD,COMPLETED,Purchase at KROGER,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000043,****-****-****-2588,2025-07-31,2025-07-31T09:57:20.765209,SPOTIFY,GAS,17.89,USD,COMPLETED,Purchase at SPOTIFY,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000044,****-****-****-8651,2025-07-17,2025-07-17T09:57:20.765209,HOME DEPOT,TRANSPORTATION,14.86,USD,COMPLETED,Purchase at HOME DEPOT,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000045,****-****-****-7596,2025-05-01,2025-05-01T09:57:20.765209,WALMART,GROCERIES,4.58,USD,COMPLETED,Purchase at WALMART,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000046,****-****-****-4116,2025-05-15,2025-05-15T09:57:20.765209,UBER,ENTERTAINMENT,9.78,USD,COMPLETED,Purchase at UBER,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000047,****-****-****-5563,2025-05-23,2025-05-23T09:57:20.765209,HOME DEPOT,RESTAURANTS,12.67,USD,COMPLETED,Purchase at HOME DEPOT,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000048,****-****-****-2604,2025-05-07,2025-05-07T09:57:20.765209,MCDONALDS,EDUCATION,57.81,USD,COMPLETED,Purchase at MCDONALDS,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000049,****-****-****-4872,2025-09-03,2025-09-03T09:57:20.765209,AMAZON.COM,GAS,28.32,USD,COMPLETED,Purchase at AMAZON.COM,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000050,****-****-****-7570,2025-08-20,2025-08-20T09:57:20.765209,SUBWAY,ENTERTAINMENT,3.45,USD,DECLINED,Purchase at SUBWAY,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000051,****-****-****-7396,2025-05-30,2025-05-30T09:57:20.765209,COSTCO,GROCERIES,27.77,USD,COMPLETED,Purchase at COSTCO,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000052,****-****-****-8973,2025-08-12,2025-08-12T09:57:20.765209,APPLE.COM,TRANSPORTATION,13.67,USD,COMPLETED,Purchase at APPLE.COM,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000053,****-****-****-9883,2025-07-02,2025-07-02T09:57:20.765209,SPOTIFY,GROCERIES,10.21,USD,COMPLETED,Purchase at SPOTIFY,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000054,****-****-****-8811,2025-07-07,2025-07-07T09:57:20.765209,STARBUCKS,GROCERIES,37.03,USD,COMPLETED,Purchase at STARBUCKS,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000055,****-****-****-9320,2025-08-31,2025-08-31T09:57:20.765209,NETFLIX,GROCERIES,56.32,USD,COMPLETED,Purchase at NETFLIX,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000056,****-****-****-2113,2025-06-04,2025-06-04T09:57:20.765209,SHELL,TRAVEL,50.97,USD,COMPLETED,Purchase at SHELL,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000057,****-****-****-5033,2025-06-17,2025-06-17T09:57:20.765209,COSTCO,GAS,8.68,USD,COMPLETED,Purchase at COSTCO,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000058,****-****-****-7868,2025-04-28,2025-04-28T09:57:20.765209,SAFEWAY,GAS,14.74,USD,COMPLETED,Purchase at SAFEWAY,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000059,****-****-****-5272,2025-09-09,2025-09-09T09:57:20.765209,PIZZA HUT,UTILITIES,27.97,USD,COMPLETED,Purchase at PIZZA HUT,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000060,****-****-****-7484,2025-07-07,2025-07-07T09:57:20.765209,UBER,SHOPPING,53.28,USD,COMPLETED,Purchase at UBER,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000061,****-****-****-6180,2025-09-30,2025-09-30T09:57:20.765209,APPLE.COM,HEALTHCARE,12.44,USD,DECLINED,Purchase at APPLE.COM,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000062,****-****-****-2638,2025-05-06,2025-05-06T09:57:20.765209,AMAZON.COM,HEALTHCARE,16.68,USD,COMPLETED,Purchase at AMAZON.COM,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000063,****-****-****-3170,2025-06-11,2025-06-11T09:57:20.765209,PIZZA HUT,SHOPPING,6.64,USD,DECLINED,Purchase at PIZZA HUT,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000064,****-****-****-5669,2025-05-05,2025-05-05T09:57:20.765209,UBER,UTILITIES,6.07,USD,COMPLETED,Purchase at UBER,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000065,****-****-****-9666,2025-09-04,2025-09-04T09:57:20.765209,APPLE.COM,TRAVEL,45.26,USD,COMPLETED,Purchase at APPLE.COM,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000066,****-****-****-3200,2025-09-06,2025-09-06T09:57:20.765209,APPLE.COM,GAS,77.96,USD,COMPLETED,Purchase at APPLE.COM,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000067,****-****-****-5462,2025-05-15,2025-05-15T09:57:20.765209,DOMINOS,RESTAURANTS,18.69,USD,COMPLETED,Purchase at DOMINOS,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000068,****-****-****-5325,2025-06-10,2025-06-10T09:57:20.765209,GOOGLE PLAY,ENTERTAINMENT,54.79,USD,COMPLETED,Purchase at GOOGLE PLAY,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000069,****-****-****-7939,2025-06-21,2025-06-21T09:57:20.765209,STARBUCKS,GAS,28.84,USD,COMPLETED,Purchase at STARBUCKS,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000070,****-****-****-3143,2025-04-29,2025-04-29T09:57:20.765209,AMAZON.COM,UTILITIES,10.54,USD,COMPLETED,Purchase at AMAZON.COM,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000071,****-****-****-8007,2025-06-24,2025-06-24T09:57:20.765209,NETFLIX,HEALTHCARE,28.83,USD,COMPLETED,Purchase at NETFLIX,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000072,****-****-****-9938,2025-05-16,2025-05-16T09:57:20.765209,SHELL,RESTAURANTS,93.51,USD,COMPLETED,Purchase at SHELL,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000073,****-****-****-3426,2025-07-21,2025-07-21T09:57:20.765209,KROGER,EDUCATION,19.38,USD,COMPLETED,Purchase at KROGER,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000074,****-****-****-1653,2025-04-28,2025-04-28T09:57:20.765209,APPLE.COM,UTILITIES,96.03,USD,COMPLETED,Purchase at APPLE.COM,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000075,****-****-****-6794,2025-06-10,2025-06-10T09:57:20.765209,UBER,GAS,1.46,USD,COMPLETED,Purchase at UBER,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000076,****-****-****-4878,2025-07-31,2025-07-31T09:57:20.765209,SAFEWAY,RESTAURANTS,45.69,USD,COMPLETED,Purchase at SAFEWAY,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000077,****-****-****-3938,2025-06-02,2025-06-02T09:57:20.765209,HOME DEPOT,GROCERIES,21.91,USD,COMPLETED,Purchase at HOME DEPOT,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000078,****-****-****-5371,2025-07-12,2025-07-12T09:57:20.765209,HOME DEPOT,ENTERTAINMENT,14.89,USD,COMPLETED,Purchase at HOME DEPOT,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000079,****-****-****-1634,2025-10-14,2025-10-14T09:57:20.765209,WALMART,TRANSPORTATION,22.02,USD,COMPLETED,Purchase at WALMART,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000080,****-****-****-6728,2025-06-13,2025-06-13T09:57:20.765209,SPOTIFY,HEALTHCARE,2.75,USD,COMPLETED,Purchase at SPOTIFY,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000081,****-****-****-4164,2025-06-15,2025-06-15T09:57:20.765209,UBER,GROCERIES,16.12,USD,COMPLETED,Purchase at UBER,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000082,****-****-****-6753,2025-06-28,2025-06-28T09:57:20.765209,SHELL,SHOPPING,28.71,USD,COMPLETED,Purchase at SHELL,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000083,****-****-****-1452,2025-07-29,2025-07-29T09:57:20.765209,DOMINOS,UTILITIES,88.05,USD,COMPLETED,Purchase at DOMINOS,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000084,****-****-****-5349,2025-06-23,2025-06-23T09:57:20.765209,NETFLIX,TRAVEL,11.96,USD,COMPLETED,Purchase at NETFLIX,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000085,****-****-****-6139,2025-09-17,2025-09-17T09:57:20.765209,HOME DEPOT,UTILITIES,8.95,USD,COMPLETED,Purchase at HOME DEPOT,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000086,****-****-****-4114,2025-08-26,2025-08-26T09:57:20.765209,WALMART,TRANSPORTATION,12.16,USD,COMPLETED,Purchase at WALMART,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000087,****-****-****-9821,2025-08-07,2025-08-07T09:57:20.765209,AMAZON.COM,EDUCATION,50.17,USD,COMPLETED,Purchase at AMAZON.COM,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000088,****-****-****-8066,2025-10-06,2025-10-06T09:57:20.765209,SPOTIFY,UTILITIES,27.9,USD,COMPLETED,Purchase at SPOTIFY,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000089,****-****-****-6143,2025-10-05,2025-10-05T09:57:20.765209,GOOGLE PLAY,TRAVEL,11.83,USD,COMPLETED,Purchase at GOOGLE PLAY,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000090,****-****-****-6067,2025-05-19,2025-05-19T09:57:20.765209,APPLE.COM,EDUCATION,33.56,USD,COMPLETED,Purchase at APPLE.COM,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000091,****-****-****-3085,2025-07-10,2025-07-10T09:57:20.765209,COSTCO,SHOPPING,22.13,USD,COMPLETED,Purchase at COSTCO,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000092,****-****-****-5930,2025-10-05,2025-10-05T09:57:20.765209,COSTCO,RESTAURANTS,52.91,USD,COMPLETED,Purchase at COSTCO,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000093,****-****-****-4443,2025-04-18,2025-04-18T09:57:20.765209,APPLE.COM,SHOPPING,9.95,USD,COMPLETED,Purchase at APPLE.COM,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000094,****-****-****-8618,2025-09-13,2025-09-13T09:57:20.765209,SAFEWAY,UTILITIES,14.47,USD,COMPLETED,Purchase at SAFEWAY,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000095,****-****-****-8752,2025-10-07,2025-10-07T09:57:20.765209,SPOTIFY,EDUCATION,13.57,USD,COMPLETED,Purchase at SPOTIFY,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000096,****-****-****-9445,2025-05-31,2025-05-31T09:57:20.765209,SHELL,SHOPPING,4.65,USD,COMPLETED,Purchase at SHELL,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000097,****-****-****-4848,2025-09-23,2025-09-23T09:57:20.765209,GOOGLE PLAY,GAS,27.01,USD,COMPLETED,Purchase at GOOGLE PLAY,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000098,****-****-****-1400,2025-06-14,2025-06-14T09:57:20.765209,SPOTIFY,RESTAURANTS,26.08,USD,COMPLETED,Purchase at SPOTIFY,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000099,****-****-****-8461,2025-08-17,2025-08-17T09:57:20.765209,SAFEWAY,GAS,20.19,USD,COMPLETED,Purchase at SAFEWAY,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000100,****-****-****-7291,2025-09-26,2025-09-26T09:57:20.765209,KROGER,ENTERTAINMENT,15.89,USD,COMPLETED,Purchase at KROGER,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000101,****-****-****-2746,2025-06-19,2025-06-19T09:57:20.765209,TARGET,GROCERIES,4.88,USD,COMPLETED,Purchase at TARGET,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000102,****-****-****-8611,2025-06-13,2025-06-13T09:57:20.765209,NETFLIX,EDUCATION,13.19,USD,COMPLETED,Purchase at NETFLIX,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000103,****-****-****-3184,2025-06-20,2025-06-20T09:57:20.765209,WALMART,HEALTHCARE,14.26,USD,COMPLETED,Purchase at WALMART,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000104,****-****-****-6198,2025-10-05,2025-10-05T09:57:20.765209,PIZZA HUT,EDUCATION,9.0,USD,DECLINED,Purchase at PIZZA HUT,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000105,****-****-****-7991,2025-08-09,2025-08-09T09:57:20.765209,SAFEWAY,EDUCATION,17.09,USD,COMPLETED,Purchase at SAFEWAY,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000106,****-****-****-8777,2025-09-05,2025-09-05T09:57:20.765209,MCDONALDS,RESTAURANTS,30.09,USD,COMPLETED,Purchase at MCDONALDS,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000107,****-****-****-8939,2025-06-20,2025-06-20T09:57:20.765209,LYFT,EDUCATION,132.45,USD,COMPLETED,Purchase at LYFT,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000108,****-****-****-5681,2025-06-27,2025-06-27T09:57:20.765209,MCDONALDS,GAS,23.92,USD,COMPLETED,Purchase at MCDONALDS,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000109,****-****-****-2320,2025-07-12,2025-07-12T09:57:20.765209,GOOGLE PLAY,EDUCATION,25.99,USD,COMPLETED,Purchase at GOOGLE PLAY,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000110,****-****-****-4505,2025-06-16,2025-06-16T09:57:20.765209,COSTCO,RESTAURANTS,18.64,USD,COMPLETED,Purchase at COSTCO,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000111,****-****-****-8633,2025-07-31,2025-07-31T09:57:20.765209,GOOGLE PLAY,EDUCATION,2.95,USD,COMPLETED,Purchase at GOOGLE PLAY,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000112,****-****-****-1320,2025-06-09,2025-06-09T09:57:20.765209,HOME DEPOT,TRANSPORTATION,19.56,USD,COMPLETED,Purchase at HOME DEPOT,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000113,****-****-****-1096,2025-09-12,2025-09-12T09:57:20.765209,COSTCO,HEALTHCARE,21.33,USD,DECLINED,Purchase at COSTCO,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000114,****-****-****-9818,2025-07-03,2025-07-03T09:57:20.765209,COSTCO,TRANSPORTATION,235.86,USD,COMPLETED,Purchase at COSTCO,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000115,****-****-****-8999,2025-09-04,2025-09-04T09:57:20.765209,SAFEWAY,ENTERTAINMENT,16.57,USD,COMPLETED,Purchase at SAFEWAY,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000116,****-****-****-7371,2025-08-07,2025-08-07T09:57:20.765209,SUBWAY,GROCERIES,27.15,USD,COMPLETED,Purchase at SUBWAY,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000117,****-****-****-8657,2025-10-08,2025-10-08T09:57:20.765209,COSTCO,RESTAURANTS,19.4,USD,DECLINED,Purchase at COSTCO,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000118,****-****-****-7455,2025-09-24,2025-09-24T09:57:20.765209,DOMINOS,GROCERIES,6.24,USD,COMPLETED,Purchase at DOMINOS,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000119,****-****-****-8022,2025-10-04,2025-10-04T09:57:20.765209,AMAZON.COM,GAS,62.98,USD,COMPLETED,Purchase at AMAZON.COM,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000120,****-****-****-5262,2025-08-14,2025-08-14T09:57:20.765209,NETFLIX,GROCERIES,42.6,USD,COMPLETED,Purchase at NETFLIX,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000121,****-****-****-6529,2025-06-11,2025-06-11T09:57:20.765209,MCDONALDS,UTILITIES,44.3,USD,COMPLETED,Purchase at MCDONALDS,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000122,****-****-****-5133,2025-07-24,2025-07-24T09:57:20.765209,LYFT,TRANSPORTATION,8.09,USD,COMPLETED,Purchase at LYFT,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000123,****-****-****-1853,2025-08-16,2025-08-16T09:57:20.765209,AMAZON.COM,EDUCATION,81.68,USD,PENDING,Purchase at AMAZON.COM,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
TXN_000124,****-****-****-1659,2025-07-16,2025-07-16T09:57:20.765209,UBER,GAS,4.94,USD,COMPLETED,Purchase at UBER,2025-10-15T09:57:20.767208,2025-10-15T09:57:20.767208
